strategy,16.0,32.0,64.0,128.0
dynamic_budget_q8,0.0501,0.8535,0.0964,0.0
greedy_latency,1.0,0.0,0.0,0.0
greedy_quality,0.0,0.3441,0.4468,0.2091
greedy_sla,1.0,0.0,0.0,0.0
hysteresis_rule,0.0225,0.4192,0.5583,0.0
linucb,1.0,0.0,0.0,0.0
oracle_reward,1.0,0.0,0.0,0.0
q_learning,0.9985,0.0015,0.0,0.0
static_q4,0.0,0.3441,0.4468,0.2091
static_q8,0.0,0.3441,0.4468,0.2091
