scenario,strategy,mean_total_latency_ms_mean,mean_total_latency_ms_std,mean_infer_energy_j_mean,mean_infer_energy_j_std,quality_sla_rate_mean,quality_sla_rate_std,latency_sla_rate_mean,latency_sla_rate_std,joint_sla_rate_mean,joint_sla_rate_std,mean_budget_retention_mean,mean_budget_retention_std,switch_rate_per_100_mean,switch_rate_per_100_std,mean_rl_reward_mean,mean_rl_reward_std
nominal,dynamic_budget_q8,6980.257772734212,39.261286102385384,33.0579272374463,0.1252668245892287,0.8938,0.010528268824666495,0.9930999999999999,0.00196920739836559,0.8877,0.0094991227665155,0.651725,0.011052557522029821,0.1,0.0,0.5568654146220394,0.009667669856938765
nominal,greedy_sla,3822.524155591759,53.48001116713663,16.551440844275508,0.02658797891617846,0.7329,0.01008243797677701,0.9986,0.0008432740427115785,0.7317,0.010000555540124344,0.3136625,0.004990981449908761,0.0,0.0,0.54825864344954,0.008824803405330688
nominal,q_learning_empirical,4715.437656032585,374.7678272507297,21.145005379062944,2.010151286040092,0.8920999999999999,0.01094887107321016,0.9939,0.0029230881691191726,0.8869,0.011855144218626986,0.3614625,0.043251366789578666,0.1,0.0,0.6628056183089408,0.01777727447481155
nominal,static_q4,8742.81425903077,147.5308042096039,42.5945363617782,0.6329716130001233,0.7382,0.010325803708294223,0.7232999999999999,0.014453373308677814,0.5347000000000001,0.017068814968955674,1.0,0.0,0.0,0.0,0.11585466700669922,0.022523743629994517
nominal,static_q8,11132.815322766637,175.02016725424696,54.90037995061685,0.7871047046112006,0.8963000000000001,0.008819800955174041,0.40140000000000003,0.01861421201364401,0.3608,0.01903096891326813,1.0,0.0,0.1,0.0,-0.15779680614319563,0.025488018048543278
