platform,strategy,iterations,decision_mean_us,decision_p95_us,update_mean_us,update_p95_us,total_mean_us,total_p95_us,total_p99_us,memory_kb
RTX_5060_Ti_host,greedy_sla,50000,4.32383783203125,6.70001220703125,1.0775000024414063,1.60003662109375,5.401337834472656,8.29998779296875,12.0999755859375,0.763671875
RTX_5060_Ti_host,tabular_q_learning,50000,2.2572960827636717,3.2999267578125,1.4870019372558594,2.10003662109375,3.744298020019531,5.39996337890625,7.39996337890625,63.865234375
RTX_5060_Ti_host,linucb,50000,117.43415201416016,218.20001220703125,30.884490145263673,46.0999755859375,148.31864215942383,264.2050109863277,408.90302429199284,33.927734375
