platform,strategy,iterations,decision_mean_us,decision_p95_us,update_mean_us,update_p95_us,total_mean_us,total_p95_us,total_p99_us,memory_kb
RTX_5060_Ti_host,greedy_sla,50000,4.32383783203125,6.70001220703125,1.0775000024414063,1.60003662109375,5.401337834472656,8.29998779296875,12.0999755859375,0.763671875
RTX_5060_Ti_host,tabular_q_learning,50000,2.257296082763672,3.2999267578125,1.4870019372558594,2.10003662109375,3.744298020019531,5.39996337890625,7.39996337890625,63.865234375
RTX_5060_Ti_host,linucb,50000,117.43415201416016,218.20001220703125,30.884490145263676,46.0999755859375,148.31864215942383,264.2050109863277,408.9030242919928,33.927734375
yahboom_nano,greedy_sla,20000,28.832917602539062,44.47998046875,7.303686193847656,7.60400390625,36.13660379638672,51.77197265625,53.22998046875,0.833984375
yahboom_nano,tabular_q_learning,20000,16.992974194335936,21.041748046875,10.75960418701172,11.197998046875,27.752578381347657,32.031982421875,36.92725341796875,68.435546875
yahboom_nano,linucb,20000,697.4506223510742,1114.9666503906249,172.01129273681642,178.6505493164062,869.4619150878906,1287.830078125,1298.56005859375,34.701171875
