scenario,joint_sla_rate_mean,joint_sla_rate_std,quality_sla_rate_mean,quality_sla_rate_std,latency_sla_rate_mean,latency_sla_rate_std,mean_latency_ms_mean,mean_latency_ms_std,mean_energy_j_mean,mean_energy_j_std,q8_action_rate_mean,q8_action_rate_std,reward_mean,reward_std
clean,0.9949999999999999,0.00270801280154532,1.0,0.0,0.9949999999999999,0.00270801280154532,4237.6541841019525,61.527582161245036,18.740532930553538,0.07762387526104654,0.9200000000000002,0.0,0.7918491370259733,0.003867334932341829
false_negative_15,0.9951000000000001,0.002558211180579983,1.0,0.0,0.9951000000000001,0.002558211180579983,4405.281321528766,158.98993672042806,19.618745110108357,0.8680080804296463,0.9597,0.041849067426221596,0.7847120058925773,0.00893090078066709
false_positive_15,0.9952,0.0026997942308422244,1.0,0.0,0.9952,0.0026997942308422244,4239.069421635445,64.77349347554681,18.747977079979712,0.08410147966451828,0.9200000000000002,0.0,0.7920045799277459,0.003982755872962606
false_positive_30,0.9952,0.0026997942308422244,1.0,0.0,0.9952,0.0026997942308422244,4237.389788368563,62.511672002963,18.7391461268819,0.08326123334070688,0.9200000000000002,0.0,0.7920775699374576,0.003860034157946756
symmetric_15,0.9951000000000001,0.0026436506745197734,1.0,0.0,0.9951000000000001,0.0026436506745197734,4627.1906371100995,365.331687459757,20.785136801364363,1.8982972560565008,0.9673999999999999,0.040800871450388285,0.7741126922620158,0.015233545132951097
