platform,strategy,iterations,decision_mean_us,decision_p95_us,update_mean_us,update_p95_us,total_mean_us,total_p95_us,total_p99_us,memory_kb
yahboom_nano,greedy_sla,20000,28.832917602539062,44.47998046875,7.303686193847656,7.60400390625,36.136603796386716,51.77197265625,53.22998046875,0.833984375
yahboom_nano,tabular_q_learning,20000,16.992974194335936,21.041748046875,10.75960418701172,11.197998046875,27.752578381347657,32.031982421875,36.92725341796875,68.435546875
yahboom_nano,linucb,20000,697.4506223510742,1114.9666503906249,172.01129273681642,178.6505493164062,869.4619150878906,1287.830078125,1298.56005859375,34.701171875
