noise_rate,joint_sla_rate_mean,joint_sla_rate_std,mean_latency_ms_mean,mean_latency_ms_std,mean_energy_j_mean,mean_energy_j_std,q8_action_rate_mean,q8_action_rate_std,reward_mean,reward_std
0.0,0.9955,0.0017795130420052326,4260.744878543138,58.541712335676394,18.76154572110732,0.08100758794253406,0.9200000000000002,0.0,0.7911109185718678,0.0040890535847845685
0.05,0.9951000000000001,0.0020248456731316433,4754.96233063278,494.77807260015004,21.355782395502157,2.4181375736394934,0.9732,0.03679009528543123,0.7668308824472397,0.02559418835392417
0.15,0.9954000000000001,0.0018973665961010502,4633.001378619012,589.0817274492556,20.716003986637133,3.089016170282609,0.9583,0.04056832371307553,0.7731077519053654,0.029882557579123854
0.3,0.9949999999999999,0.0017638342073764317,4821.4839563562255,483.1461140859963,21.705950593244573,2.609920782855654,0.9731,0.03690964944594055,0.7637947494738049,0.02326513286825203
