seed,strategy,phase,requests,joint_sla_rate,mean_latency_ms,mean_energy_j,q8_action_rate,reward
2029,oracle_adaptive,post_shift,5000,0.895,7584.392865120685,37.81671070111006,1.0,0.5316989309930231
2029,oracle_adaptive,pre_shift,5000,1.0,3969.582722471104,18.8274007813784,0.984,0.8096314957907422
2029,q_frozen,post_shift,5000,0.8934,7590.198002059068,37.84724572140596,1.0,0.5298140752930669
2029,q_frozen,pre_shift,5000,1.0,3987.212299021835,18.92013767887079,0.984,0.8087733390746974
2029,q_online,post_shift,5000,0.9062,6531.30879890049,32.315073415918796,0.6724,0.5966368319149095
2029,q_online,pre_shift,5000,0.9824,4001.0696379639057,19.032877988107888,0.6362,0.7896611868954562
2030,adaptive_linucb,post_shift,5000,0.8854,7041.656442380727,34.9752476856539,0.8612,0.5483124036995511
2030,adaptive_linucb,pre_shift,5000,1.0,3987.604069723792,18.89253369374746,0.984,0.8088126408328541
2030,dynamic_budget_q8,post_shift,5000,0.0022,13327.315813817087,68.02295915481092,1.0,-0.6269013810698779
2030,dynamic_budget_q8,pre_shift,5000,1.0,6864.559483590141,34.02368059554769,1.0,0.6755216976417077
2030,greedy_sla_ewma,post_shift,5000,0.893,7594.507454466921,37.86838718462904,1.0,0.5292606277068896
2030,greedy_sla_ewma,pre_shift,5000,1.0,3983.737913807754,18.872203935949386,0.984,0.8090119944625305
2030,greedy_sla_stale,post_shift,5000,0.8986,7568.804982252793,37.73319218078273,1.0,0.5360078862598009
2030,greedy_sla_stale,pre_shift,5000,1.0,3972.6336982134476,18.81379182741491,0.984,0.8094704250500933
2030,linucb_online,post_shift,5000,0.8958,7576.807881674893,37.77528743174298,1.0,0.5328358265957625
2030,linucb_online,pre_shift,5000,1.0,3985.1953577949794,18.87989089386666,0.984,0.8088923997834857
2030,oracle_adaptive,post_shift,5000,0.8966,7574.156882213608,37.761343174576616,1.0,0.5337320765510413
2030,oracle_adaptive,pre_shift,5000,1.0,3975.2383104392366,18.82751353937863,0.984,0.8093827369149637
2030,q_frozen,post_shift,5000,0.8796,7664.579036236265,38.2369637047358,1.0,0.5132917791766749
2030,q_frozen,pre_shift,5000,1.0,4017.994816806507,19.052404068950757,0.984,0.8077727612101852
2030,q_online,post_shift,5000,0.901,6739.57481041784,33.40448233111108,0.7176,0.5817278658694227
2030,q_online,pre_shift,5000,0.9812,4110.536026018224,19.574060447762104,0.6918,0.7839662194141767
2031,adaptive_linucb,post_shift,5000,0.8866,7058.509663865244,35.04470937669797,0.8638,0.5488406132327069
2031,adaptive_linucb,pre_shift,5000,1.0,3986.4468242446437,18.872203935949386,0.984,0.8088876570556542
2031,dynamic_budget_q8,post_shift,5000,0.0038,13315.150816260948,67.94027419097826,1.0,-0.6248855681965317
2031,dynamic_budget_q8,pre_shift,5000,1.0,6827.156517294282,33.81269212393343,1.0,0.6768971198986117
2031,greedy_sla_ewma,post_shift,5000,0.8982,7574.313908192329,37.743472054537335,1.0,0.535391456448695
2031,greedy_sla_ewma,pre_shift,5000,1.0,3975.3426086503373,18.81379182741491,0.984,0.8093460876432172
2031,greedy_sla_stale,post_shift,5000,0.8992,7580.517389194059,37.77610236460643,1.0,0.5361410295218509
2031,greedy_sla_stale,pre_shift,5000,1.0,3977.363364932182,18.824438039462393,0.984,0.8092964261773679
2031,linucb_online,post_shift,5000,0.8942,7581.791585471265,37.782804637024526,1.0,0.5310174445425442
2031,linucb_online,pre_shift,5000,1.0,3990.312980160681,18.89253369374746,0.984,0.808688303425978
2031,oracle_adaptive,post_shift,5000,0.8934,7594.042742197771,37.84724572140596,1.0,0.5296622012849184
2031,oracle_adaptive,pre_shift,5000,1.0,3995.5596326050922,18.92013767887079,0.984,0.8083574695860763
2031,q_frozen,post_shift,5000,0.8406,7882.493563985186,39.364497044007756,1.0,0.4633860486484302
2031,q_frozen,pre_shift,5000,1.0,4120.871857516985,19.57930041350637,0.984,0.8025434429436901
2031,q_online,post_shift,5000,0.9118,6513.874358437218,32.20443036145718,0.665,0.6032655160907445
2031,q_online,pre_shift,5000,0.9828,4128.39508900446,19.65342847510841,0.6884,0.784115238189016
2032,adaptive_linucb,post_shift,5000,0.8968,7587.944117294562,37.837241568348915,0.9992,0.5334760299663666
2032,adaptive_linucb,pre_shift,5000,1.0,3970.8969897720226,18.81379182741491,0.984,0.8095599198353044
2032,dynamic_budget_q8,post_shift,5000,0.0044,13315.503958706639,67.96384225652557,1.0,-0.6243195587213923
2032,dynamic_budget_q8,pre_shift,5000,1.0,6824.329943060067,33.8212082987614,1.0,0.676995284191537
2032,greedy_sla_ewma,post_shift,5000,0.8988,7578.489289566657,37.78714509684926,1.0,0.5358294428211682
2032,greedy_sla_ewma,pre_shift,5000,1.0,3972.917746053867,18.824438039462393,0.984,0.8095102583694551
2032,greedy_sla_stale,post_shift,5000,0.8972,7580.425666106966,37.797330437451286,1.0,0.5341274253302004
2032,greedy_sla_stale,pre_shift,5000,1.0,3969.035582207225,18.804023699966525,0.984,0.8096798511677799
2032,linucb_online,post_shift,5000,0.8934,7591.849369204647,37.85741911574508,1.0,0.5297761256429523
2032,linucb_online,pre_shift,5000,1.0,3982.001205366329,18.872203935949386,0.984,0.8091014892477416
2032,oracle_adaptive,post_shift,5000,0.896,7580.399970497145,37.797195278543626,1.0,0.5328643138806193
2032,oracle_adaptive,pre_shift,5000,1.0,3974.460138675171,18.832546748381827,0.984,0.8094296798587679
2032,q_frozen,post_shift,5000,0.8428,7857.525062653297,39.25487326328499,1.0,0.4666397847835443
2032,q_frozen,pre_shift,5000,1.0,4096.501762296035,19.47447064307936,0.984,0.8037350764080021
2032,q_online,post_shift,5000,0.9032,6524.834887635435,32.286811603338286,0.6548,0.5935158917030481
2032,q_online,pre_shift,5000,0.9818,4166.448913548692,19.887011848427143,0.615,0.7813623198956674
2033,adaptive_linucb,post_shift,5000,0.8958,7403.219909983218,36.868440551503404,0.9514,0.5414736353652637
2033,adaptive_linucb,pre_shift,5000,1.0,3981.9801795216613,18.856093582724796,1.0,0.8090524418228178
2033,dynamic_budget_q8,post_shift,5000,0.0042,13300.556165977474,67.88307184453862,1.0,-0.6239866881822855
2033,dynamic_budget_q8,pre_shift,5000,1.0,6829.740598686691,33.83531338753285,1.0,0.6767827687155915
2033,greedy_sla_ewma,post_shift,5000,0.8966,7583.616480752595,37.81196910025575,1.0,0.533379189664086
2033,greedy_sla_ewma,pre_shift,5000,1.0,3971.764662021786,18.804023699966525,0.984,0.8095430757188041
2033,greedy_sla_stale,post_shift,5000,0.8944,7581.251183516458,37.79952763679367,1.0,0.53122497805782
2033,greedy_sla_stale,pre_shift,5000,1.0,3980.614514726596,18.850537748163536,0.984,0.8091351988229687
2033,linucb_online,post_shift,5000,0.8984,7568.639880092324,37.73319218078273,1.0,0.5358091292941521
2033,linucb_online,pre_shift,5000,1.0,3981.846290935927,18.855389328763827,1.0,0.8090077599038615
2033,oracle_adaptive,post_shift,5000,0.8956,7576.642779514425,37.77528743174298,1.0,0.5326370696301137
2033,oracle_adaptive,pre_shift,5000,1.0,3986.187729168114,18.87989089386666,0.984,0.8088451191197211
2033,q_frozen,post_shift,5000,0.8086,8057.4903116676505,40.30454545086894,1.0,0.4232315606334436
2033,q_frozen,pre_shift,5000,1.0,4211.808064001088,20.06663305254363,0.984,0.7982020821230261
2033,q_online,post_shift,5000,0.8958,6890.499286661636,34.19665307511926,0.75,0.5684750071418406
2033,q_online,pre_shift,5000,0.9834,4209.323910979295,20.09415686341678,0.6464,0.7812206857169658
2034,adaptive_linucb,post_shift,5000,0.8962,7598.714320374693,37.88184132590791,0.9992,0.5324310042716237
2034,adaptive_linucb,pre_shift,5000,1.0,3979.113323285292,18.83203963479238,1.0,0.8091642996401042
2034,dynamic_budget_q8,post_shift,5000,0.0034,13276.088553851301,67.74446734825898,1.0,-0.6237749307161491
2034,dynamic_budget_q8,pre_shift,5000,1.0,6845.99257549735,33.9118245014278,1.0,0.6761320676690239
2034,greedy_sla_ewma,post_shift,5000,0.8942,7585.263066917186,37.81072528698553,1.0,0.5308776035219521
2034,greedy_sla_ewma,pre_shift,5000,1.0,3982.3206523937283,18.850537748163536,0.984,0.8090429223390874
2034,greedy_sla_stale,post_shift,5000,0.8978,7569.956689164334,37.730213740005546,1.0,0.5351751025891158
2034,greedy_sla_stale,pre_shift,5000,1.0,3991.1954205499937,18.897241288112944,0.984,0.808620969316376
2034,linucb_online,post_shift,5000,0.8992,7578.680762282374,37.77610236460643,1.0,0.5362178709144054
2034,linucb_online,pre_shift,5000,1.0,3983.6863171887935,18.856093582724796,1.0,0.8089601653389364
2034,oracle_adaptive,post_shift,5000,0.8944,7579.954958559579,37.782804637024526,1.0,0.5312942859350985
2034,oracle_adaptive,pre_shift,5000,1.0,3990.3025787640586,18.89253369374746,0.984,0.8086730836852082
2034,q_frozen,post_shift,5000,0.8724,7713.686637245509,38.486233266912514,1.0,0.5043729469925672
2034,q_frozen,pre_shift,5000,1.0,4036.8323016021495,19.137282323687675,0.984,0.8070246143643811
2034,q_online,post_shift,5000,0.9106,6580.0328138875775,32.56022249826548,0.685,0.5984648931846983
2034,q_online,pre_shift,5000,0.9816,4101.7150577805,19.512573378486508,0.692,0.7846791033684781
2035,adaptive_linucb,post_shift,5000,0.8932,7596.352487288088,37.8839846762848,0.9988,0.5295108266910629
2035,adaptive_linucb,pre_shift,5000,1.0,3977.8469227374553,18.850537748163536,0.984,0.8092572020454876
2035,dynamic_budget_q8,post_shift,5000,0.0036,13295.331541356585,67.86021188571874,1.0,-0.6243014933456907
2035,dynamic_budget_q8,pre_shift,5000,1.0,6827.251335400672,33.83677739651127,1.0,0.6769058508603762
2035,greedy_sla_ewma,post_shift,5000,0.8976,7569.744874815067,37.743626019710355,1.0,0.5350064981641344
2035,greedy_sla_ewma,pre_shift,5000,1.0,3986.7216908937207,18.897241288112944,0.984,0.8088352490227764
2035,greedy_sla_stale,post_shift,5000,0.9002,7564.742414768025,37.71731307986291,1.0,0.5378369095049632
2035,greedy_sla_stale,pre_shift,5000,1.0,3987.469092912911,18.901181329285453,0.984,0.8087784666845694
2035,linucb_online,post_shift,5000,0.8972,7579.9548401650545,37.797330437451286,1.0,0.5341586489777185
2035,linucb_online,pre_shift,5000,1.0,3968.997070032645,18.804023699966525,0.984,0.8096650789413232
2035,oracle_adaptive,post_shift,5000,0.8934,7591.378543262735,37.85741911574508,1.0,0.5298073492904704
2035,oracle_adaptive,pre_shift,5000,1.0,3981.9626931917483,18.872203935949386,0.984,0.8090867170212849
2035,q_frozen,post_shift,5000,0.8188,8026.053706494685,40.14381047434514,1.0,0.4334459673545828
2035,q_frozen,pre_shift,5000,1.0,4202.022406602378,20.029731127985862,0.984,0.7980383275068439
2035,q_online,post_shift,5000,0.8938,6722.445467815456,33.32158874702089,0.71,0.5742723146984746
2035,q_online,pre_shift,5000,0.9788,4310.6032443251925,20.627973133922307,0.766,0.7706414432401898
